timestamp,rpm,speed,tps,map,iat,eot,load,voltage,fuel_lh,gear
17:12:11,0,0,13.73,84.0,8.0,52.0,0.00,12.20,0.000,
17:12:12,0,0,13.73,84.0,8.0,52.0,0.00,12.20,0.000,
17:12:14,0,0,13.73,84.0,8.0,52.0,0.00,12.10,0.000,
17:12:15,380,0,13.73,60.0,8.0,52.0,23.92,13.00,0.426,
17:12:17,1914,0,13.73,52.0,8.0,51.0,23.14,13.60,1.860,
17:12:18,1322,0,13.73,51.0,8.0,50.0,23.92,13.80,1.260,
17:12:19,1257,0,13.73,52.0,8.0,49.0,23.14,13.60,1.221,
17:12:22,1328,0,13.73,52.0,8.0,47.0,24.71,13.90,1.290,
17:12:23,1414,0,13.73,52.0,8.0,46.0,23.92,13.80,1.374,
17:12:25,1242,0,13.73,54.0,8.0,46.0,24.31,13.90,1.252,
17:12:26,1392,0,13.73,54.0,8.0,46.0,24.31,13.50,1.404,
17:12:27,1388,0,13.73,52.0,8.0,46.0,23.92,13.30,1.348,
17:12:29,1372,0,13.73,53.0,8.0,46.0,24.31,13.40,1.358,
17:12:30,1316,0,13.73,53.0,8.0,46.0,23.14,13.30,1.303,
17:12:31,1454,12,13.73,53.0,8.0,46.0,23.53,13.90,1.440,1
17:12:32,1426,12,13.73,53.0,8.0,46.0,24.31,13.80,1.412,1
17:12:34,1423,12,13.73,52.0,8.0,46.0,23.53,14.00,1.382,1
17:12:35,1426,12,13.73,53.0,8.0,46.0,23.53,13.80,1.412,1
17:12:38,1420,12,13.73,53.0,8.0,47.0,24.31,14.00,1.406,1
17:12:39,1429,18,13.73,52.0,8.0,47.0,23.14,13.90,1.388,2
17:12:42,1488,18,13.73,52.0,8.0,47.0,23.14,13.90,1.446,2
17:12:43,1341,22,13.73,53.0,8.0,47.0,24.31,13.80,1.328,3
17:12:45,1442,24,13.73,51.0,8.0,47.0,23.53,13.80,1.374,3
17:12:46,1428,22,13.73,54.0,8.0,47.0,23.92,13.90,1.441,3
17:12:47,1287,25,13.73,53.0,8.0,47.0,23.53,13.80,1.274,4
17:12:48,1404,27,13.73,54.0,8.0,47.0,23.92,13.60,1.417,4
17:12:51,1407,26,13.73,53.0,8.0,47.0,23.14,13.80,1.393,4
17:12:53,1512,32,13.73,52.0,8.0,47.0,22.75,13.80,1.468,5
17:12:55,1492,33,13.73,52.0,8.0,49.0,21.96,14.10,1.450,5
17:12:56,1494,33,13.73,51.0,8.0,49.0,22.75,13.90,1.424,5
17:12:59,1503,36,13.73,51.0,8.0,49.0,22.35,13.90,1.432,6
17:13:01,1497,36,13.73,50.0,8.0,49.0,21.96,13.90,1.398,6
17:13:02,1470,34,13.73,52.0,8.0,49.0,22.35,13.80,1.428,5
17:13:03,1489,35,13.73,51.0,8.0,49.0,22.75,13.80,1.419,6
17:13:05,1469,35,13.73,51.0,8.0,49.0,21.96,14.00,1.399,6
17:13:08,1511,35,13.73,50.0,8.0,49.0,21.18,14.00,1.411,5
17:13:10,1471,21,13.73,49.0,8.0,50.0,21.57,13.90,1.347,2
17:13:13,1477,12,13.73,50.0,8.0,50.0,21.18,13.60,1.380,1
17:13:15,1496,12,13.73,50.0,8.0,50.0,21.96,13.90,1.398,1
17:13:16,1468,9,13.73,49.0,8.0,50.0,21.18,13.80,1.344,
17:13:19,1469,5,13.73,50.0,8.0,50.0,21.18,13.60,1.372,
17:13:20,1440,2,13.73,50.0,8.0,50.0,21.18,13.80,1.346,
17:13:21,1495,0,13.73,50.0,8.0,50.0,21.18,13.80,1.397,
17:13:24,1485,0,13.73,49.0,8.0,51.0,21.57,13.80,1.359,
17:13:25,1453,0,13.73,49.0,8.0,51.0,21.18,13.80,1.330,
17:13:27,1444,0,13.73,49.0,8.0,51.0,21.96,13.60,1.322,
17:13:28,1524,0,13.73,51.0,8.0,51.0,23.92,13.80,1.452,
17:13:30,1375,0,14.51,57.0,8.0,51.0,23.53,13.90,1.464,
17:13:32,1962,0,15.69,51.0,8.0,51.0,27.06,13.80,1.869,
17:13:41,2735,0,13.73,52.0,8.0,51.0,27.06,13.80,2.657,
17:13:42,2735,0,13.73,52.0,8.0,51.0,27.06,13.80,2.657,
17:13:44,2735,0,13.73,52.0,8.0,51.0,27.06,410438.00,2.657,
